Class Peak Mean_XY_Error Min_XY_Error Peak_Count Num_Signals_in_Class Num_Signals_with_Peak Config
Class3 P2 2,562 1,893 1,180 250 233 it2_whiskers_wavelet
Class3 P2 2,737 2,013 1,088 250 235 it2_whiskers_hilbert
Class3 P2 2,828 2,573 1,024 250 218 it2_smooth_4Hz_whiskers_wavelet
Class3 P2 2,953 2,926 0,864 250 215 it2_smooth_4Hz_avg_hilbert
Class3 P2 3,092 2,972 0,880 250 217 it2_smooth_4Hz_whiskers_hilbert
Class3 P2 3,106 2,557 0,988 250 235 it2_smooth_3Hz_full_concave,it2_smooth_3Hz_full_concave_d2x=0-002
Class3 P2 3,368 1,882 1,084 250 238 it2_smooth_4Hz_full_concave,it2_smooth_4Hz_full_concave_d2x=0-002
Class3 P2 3,494 2,921 1,772 250 214 it2_smooth_3Hz_full_modified_scholkmann_1-2_99,it2_smooth_3Hz_full_modified_scholkmann_1_99
Class3 P3 7,899 7,212 0,920 250 217 it2_smooth_4Hz_avg_curvature
Class3 P3 8,854 6,435 2,088 250 223 it2_avg_curvature
Class3 P3 9,174 8,806 1,180 250 221 it2_smooth_4Hz_avg_wavelet
Class3 P3 13,047 12,183 2,048 250 236 it2_full_modified_scholkmann_1-2_99,it2_full_modified_scholkmann_1_99,it2_whiskers_modified_scholkmann_1-2_99,it2_whiskers_modified_scholkmann_1_99
Class3 P3 13,535 12,590 2,180 250 246 it2_pm3_modified_scholkmann_1-2_99,it2_pm3_modified_scholkmann_1_99
Class3 P3 13,622 12,681 2,220 250 250 it2_none_modified_scholkmann_1-2_99,it2_none_modified_scholkmann_1_99
Class3 P3 14,114 5,407 1,916 250 236 it2_full_hilbert
Class3 P3 14,379 6,021 1,888 250 236 it2_whiskers_hilbert
Class3 P3 14,632 6,840 1,836 250 237 it2_full_concave_d2x=0-002
Class3 P3 14,655 6,840 1,816 250 237 it2_full_concave
Class4 P1   0,980 50 49 it2_smooth_3Hz_none_concave,it2_smooth_3Hz_none_concave_d2x=0-002
Class4 P1   1,06 50 50 it2_smooth_4Hz_none_concave,it2_smooth_4Hz_none_concave_d2x=0-002,it2_smooth_4Hz_none_hilbert
Class4 P1   1,260 50 50 it2_smooth_3Hz_none_hilbert
Class4 P1   2,000 50 50 it2_smooth_3Hz_none_modified_scholkmann_1-2_99,it2_smooth_3Hz_none_modified_scholkmann_1_99
Class4 P1   2,04 50 50 it2_smooth_4Hz_none_modified_scholkmann_1-2_99,it2_smooth_4Hz_none_modified_scholkmann_1_99
Class4 P1   2,12 50 50 it2_none_hilbert
Class4 P1   2,260 50 50 it2_none_modified_scholkmann_1-2_99,it2_none_modified_scholkmann_1_99
Class4 P1   2,380 50 50 it2_smooth_3Hz_none_line_distance_10
Class4 P1   2,540 50 49 it2_avg_curvature
Class4 P1   2,720 50 50 it2_none_concave
Class4 P2 0,932 0,932 0,880 50 44 it2_smooth_4Hz_full_concave,it2_smooth_4Hz_full_concave_d2x=0-002
Class4 P2 0,933 0,213 2,1 50 47 it2_pm3_modified_scholkmann_1-2_99,it2_pm3_modified_scholkmann_1_99
Class4 P2 0,934 0,000 1,240 50 43 it2_full_concave_d2x=0-002
Class4 P2 0,938 0,233 1,880 50 43 it2_full_modified_scholkmann_1-2_99,it2_full_modified_scholkmann_1_99
Class4 P2 0,943 0,455 1,740 50 44 it2_smooth_4Hz_full_modified_scholkmann_1-2_99,it2_smooth_4Hz_full_modified_scholkmann_1_99
Class4 P2 0,944 0,000 1,220 50 43 it2_full_concave
Class4 P2 0,958 0,958 0,960 50 48 it2_smooth_4Hz_pm3_concave,it2_smooth_4Hz_pm3_concave_d2x=0-002
Class4 P2 1,020 0,500 2,04 50 50 it2_smooth_4Hz_none_modified_scholkmann_1-2_99,it2_smooth_4Hz_none_modified_scholkmann_1_99
Class4 P2 1,031 0,521 1,940 50 48 it2_smooth_4Hz_pm3_modified_scholkmann_1-2_99,it2_smooth_4Hz_pm3_modified_scholkmann_1_99
Class4 P2 1,087 0,000 1,440 50 48 it2_pm3_concave_d2x=0-002
Class4 P3   0,980 50 49 it2_smooth_3Hz_none_concave,it2_smooth_3Hz_none_concave_d2x=0-002
Class4 P3   1,06 50 50 it2_smooth_4Hz_none_concave,it2_smooth_4Hz_none_concave_d2x=0-002,it2_smooth_4Hz_none_hilbert
Class4 P3   1,260 50 50 it2_smooth_3Hz_none_hilbert
Class4 P3   2,000 50 50 it2_smooth_3Hz_none_modified_scholkmann_1-2_99,it2_smooth_3Hz_none_modified_scholkmann_1_99
Class4 P3   2,04 50 49 it2_avg_curvature
Class4 P3   2,04 50 50 it2_smooth_4Hz_none_modified_scholkmann_1-2_99,it2_smooth_4Hz_none_modified_scholkmann_1_99
Class4 P3   2,12 50 50 it2_none_hilbert
Class4 P3   2,260 50 50 it2_none_modified_scholkmann_1-2_99,it2_none_modified_scholkmann_1_99
Class4 P3   2,380 50 50 it2_smooth_3Hz_none_line_distance_10
Class4 P3   2,720 50 50 it2_none_concave
