Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Peak_Count,Reference_Peaks,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P3,wavelet,20.258866666666666,0.11001948944604861,20.259268747802523,2.688,95.988,250.0,250.0
Class2,P1,concave,6.859375,0.022861171549830916,6.859433107317696,1.16,33.796,250.0,224.0
Class2,P1,curvature,9.079831932773109,0.06195968203261637,9.080235354990506,1.324,33.796,250.0,238.0
Class2,P1,hilbert,7.5,0.050503834730361595,7.5003028439611255,1.288,33.796,250.0,240.0
Class2,P1,line_distance_10,7.858333333333333,0.04741680930762636,7.858596569394454,1.288,33.796,250.0,240.0
Class2,P1,modified_scholkmann_1_99,20.37130546221455,0.05334323623488815,20.371409320721273,1.952,33.796,250.0,88.0
Class2,P1,wavelet,7.7195712309820195,0.045011887837205354,7.719814929305346,1.628,33.796,250.0,241.0
Class2,P2,concave,12.815500685871056,0.029729134654757194,12.81555345912181,1.66,61.776,250.0,243.0
Class2,P2,curvature,11.083333333333334,0.03284970492755886,11.083406456525251,1.628,61.776,250.0,250.0
Class2,P2,hilbert,11.667364016736402,0.02944960791347082,11.667419919632792,1.404,61.776,250.0,239.0
Class2,P2,line_distance_10,11.890013495276653,0.031007763376118328,11.89007710535638,1.5,61.776,250.0,247.0
Class2,P2,modified_scholkmann_1_99,11.289008134722419,0.024005626172564246,11.289050644626302,8.888,61.776,250.0,245.0
Class2,P2,wavelet,12.620816599732263,0.03511896376059503,12.620892274436544,1.88,61.776,250.0,249.0
Class2,P3,concave,13.25430359937402,0.07750019069319627,13.25460659181561,1.176,91.912,250.0,213.0
Class2,P3,curvature,19.729333333333333,0.1435028741772966,19.729954225531042,2.26,91.912,250.0,250.0
Class2,P3,hilbert,12.932721712538227,0.07473138563215483,12.933021558530642,1.224,91.912,250.0,218.0
Class2,P3,line_distance_10,18.295333333333332,0.12352285779375297,18.295839646298354,1.92,91.912,250.0,250.0
Class2,P3,modified_scholkmann_1_99,18.368678256178256,0.11540843360702283,18.369137756995098,7.076,91.912,250.0,222.0
Class2,P3,wavelet,19.898333333333333,0.14301500082134155,19.8989407480475,2.616,91.912,250.0,250.0
Class3,P1,concave,2.880952380952381,0.014081689231507499,2.8810033674822706,0.168,28.52,250.0,42.0
Class3,P1,curvature,2.7730923694779115,0.048373253844160524,2.773550297281949,1.008,28.52,250.0,249.0
Class3,P1,hilbert,2.547008547008547,0.03210319554382619,2.54722938483676,0.468,28.52,250.0,117.0
Class3,P1,line_distance_10,2.7672064777327936,0.04673887056976262,2.767631390627563,0.996,28.52,250.0,247.0
Class3,P1,modified_scholkmann_1_99,,,,0.0,28.52,250.0,0.0
Class3,P1,wavelet,2.0930388219544844,0.033718333635782416,2.093341245411879,1.272,28.52,250.0,249.0
Class3,P2,concave,4.764227642276423,0.015261176191679403,4.764263186220919,1.216,60.324,250.0,246.0
Class3,P2,curvature,5.473684210526316,0.01888825415322059,5.473731076195947,1.288,60.324,250.0,247.0
Class3,P2,hilbert,4.731972789115646,0.011936066346384909,4.731997670470806,1.196,60.324,250.0,245.0
Class3,P2,line_distance_10,6.22672064777328,0.020225099423844914,6.226770760197667,1.2,60.324,250.0,247.0
Class3,P2,modified_scholkmann_1_99,6.239329761575524,0.016020189281191973,6.239363117654534,8.028,60.324,250.0,236.0
Class3,P2,wavelet,5.487903225806452,0.017775569052841417,5.487945291989196,1.452,60.324,250.0,248.0
Class3,P3,concave,18.426388888888887,0.1143457509162323,18.426867191332533,1.364,85.268,250.0,240.0
Class3,P3,curvature,16.509,0.09589060892881218,16.509409105907505,2.028,85.268,250.0,250.0
Class3,P3,hilbert,18.540425531914895,0.10456879664483816,18.54084832128214,1.44,85.268,250.0,235.0
Class3,P3,line_distance_10,16.647098515519566,0.09066264357739008,16.64745761884579,1.876,85.268,250.0,247.0
Class3,P3,modified_scholkmann_1_99,17.02881596315331,0.11807683357719044,17.0293436729905,9.304,85.268,250.0,249.0
Class3,P3,wavelet,16.007333333333335,0.09515030099345058,16.007741724268488,2.384,85.268,250.0,250.0
Class4,P2,concave,0.9787234042553191,0.0010119359460528854,0.9787240353130451,0.94,60.54,50.0,47.0
Class4,P2,curvature,2.5652173913043477,0.006926257028713415,2.565231347035909,0.98,60.54,50.0,46.0
Class4,P2,hilbert,2.5,0.004271145832845237,2.5000059144625104,0.96,60.54,50.0,48.0
Class4,P2,line_distance_10,5.8604651162790695,0.02462388832353552,5.860524314611637,0.86,60.54,50.0,43.0
Class4,P2,modified_scholkmann_1_99,2.875214947089947,0.007752709655775405,2.875233172851567,8.3,60.54,50.0,48.0
Class4,P2,wavelet,2.510869565217391,0.007788748721300439,2.5108863314130128,1.04,60.54,50.0,46.0
